person_id	street1	street2	street3	city	countrysubdivisioncode	countrycode	postalcode	longitude	latitude
013094309e1b49e095c098df412d125d	10 Muar St.		Parkway Plaza	Canandaigua	NY	US	144242321	-77.26	42.88
01380da907f8495496679c795867790b	2901 Ocean Park Blvd.			Santa Monica	CA	US	904052919	-118.45	34.02
013f2c82889f4641a9b847a48861cce0	585 Alfred Rd			Biddeford	ME	US	4005	-70.51	43.47
0141d3870a424c03a20390040efad826	1734 Eglin Street			Rapid City	SD	US	57701	-103.18	44.1
01443a2afce54939a323c978f467c540	1447 Lincoln Blvd.	104		Santa Monica	CA	US	90401	-118.49	34.02
014899c751254a62a96ce676eb11ddc2	3421 Memorial Drive NW			Huntsville	AL	US	358015317	-86.59	34.77
0155a21497d54684a55c3bc609843768	2035 E. Shields		Manchester Center	Fresno	CA	US	937265428	-119.79	36.78
0157e63b39c5456393026c6c03f3d84a	825 Eighth Avenue	W-9		New York	NY	US	100197416	-73.99	40.76
015c3d28c67e46aa95e9ec97c27220e8	1996 Tiffin Avenue			Findlay	OH	US	45840	-83.61	41.06
015ef929e016415098eeae8ce59da721	11201 Bass Pro Parkway	138		Little Rock	AR	US	72209	-92.41	34.66
015fb0b3fbaa4aceb910fbdf272f7547	5605 Automall Parkway			Fremont	CA	US	945383133	-121.98	37.5
016086228d58476599d0b47881c25509	12840 West Forest Hills Blvd			Wellington	FL	US	334144708	-80.25	26.67
01613170f679422a8acfa96f0f19fdf2	188 Vantage Dr.	Suite 100		Cape Girardeau	MO	US	637014915	-89.58	37.3
01633b71b3a2457aa7d35d8bcc3afb5a	975 County Rd E			Vadnais Heights	MN	US	55127	-93.06	45.05
016871ea865d4338975026ae08d221d0	1200 Agora Drive			Bel Air	MD	US	210146864	-76.32	39.55
016b37032984457fb33ba2767fcc8c9f	2344 Eastlake Ave E			Seattle	WA	US	981023306	-122.33	47.64
016edb1d1d67477391c5337545a5d98a	20288 Hwy 18			Apple Valley	CA	US	923072937	-117.22	34.53
017160c1cdb845d48abec3c330b4427e	1600 South Andrews Ave			Fort Lauderdale	FL	US	333162510	-80.14	26.1
01772eae932447f9a853461a60820dc6	150 Varick Street			New York	NY	US	100131218	-74.01	40.73
01784d3e205548a594ba3fcdbdaaf17d	620 SW 19th Street			Moore	OK	US	731605439	-97.5	35.32
017a93d1204f457bbe85f5e7de062b56	1730 Minor Avenue	Suite 102		Seattle	WA	US	981011448	-122.33	47.62
017febbe52e64ac19cf28cf0d44386e4	31760 Camino Capistrano			San Juan Capistrano	CA	US	926753246	-117.66	33.5
01873cc8de734961949af7c04b2e9872	10580 Forest Hill Blvd.		Shoppes of Wellington Green	Wellington	FL	US	33414	-80.21	26.65
01887dcd32b64feb807e2436548b6c87	12129 23 Mile Rd			Utica	MI	US	483152615	-83.01	42.67
018a49ffb8cf4812903e7c1f56fbb0b0	2504 Hwy 6 & 50	100		Grand Junction	CO	US	815057170	-108.59	39.08
018b8f83176d471db63d9733c741fc8a	121 W Riverside Rd			Parker	AZ	US	853445220	-114.28	34.15
01925607d99c460996c281f17cdbb9e2	9160 West Colfax Avenue			Lakewood	CO	US	802154024	-105.1	39.74
0193c118afe84208b33ffeb1dcb277d8	3401 Nicholasville Road	PK7	Fayette Mall	Lexington	KY	US	405033611	-84.53	37.99
01956670cf414b309675aa73368b94a9	349 S Weber Rd			Romeoville	IL	US	604466530	-88.12	41.61
0196d2062b8d4d019b8d96292266e8a4	114 Wells Hall			East Lansing	MI	US	488241027	-84.48	42.73
0199681637524988a14245632b8376af	200 E Sepulveda			Carson	CA	US	907456323	-118.27	33.81
019be0c6f8fd4000b1967c7308b4bdf4	1134 N. Miller Street	Space A		Wenatchee	WA	US	988011541	-120.33	47.44
019cc78d8fed432ca6df71c132c72a99	284 N. Jacob Drive		Whitehall Crossing	Bloomington	IN	US	474044892	-86.57	39.17
019ed95d987446e3947da0246cdab831	4520 W Walnut			Rogers	AR	US	72756	-94.18	36.33
01a202a9021e40aeaa5451a5d134c16c	185 Spencer St			Manchester	CT	US	60404617	-72.57	41.77
01a5e8b57bc04e0292525f3e2817fa17	225 Anglers Drive			Steamboat Springs	CO	US	80487	-106.83	40.47
01ab25c31f034f85bc4ac9d286fb7a76	601 East DuPont Road			Fort Wayne	IN	US	468252055	-85.14	41.18
01ac633821f0498893320b41b5b22dfc	1378 Wade Hampton Blvd			Greer	SC	US	296516243	-82.27	34.94
01b6d7e8f0884deb936a8a7f15dba895	3233 Foothill Blvd			La Crescenta	CA	US	912142636	-118.25	34.23
01d26f638c274aa0b965d24cefe3183f	5651 Silver Creek Valley Rd.		Canyon Creek Plaza	San Jose	CA	US	951382473	-121.78	37.29
01d7da27b8934ba1b3602a0153e4415f	690 Mangrove Ave			Chico	CA	US	959263947	-121.84	39.74
01de69b5edab4b89859ea8a7214ba35a	3500 PEACHTREE RD	STE 1250	Phipps Plaza	Atlanta	GA	US	30326	-84.36	33.85
01e09d713abe4a36a70a33fe4b40534e	475 E Windmill Lane			Las Vegas	NV	US	891231808	-115.15	36.04
01e57718fc6b49b2875a9c02b32905b1	1201 S State St			Big Rapids	MI	US	493072747	-85.48	43.69
01e8739670a042b3877f8e843bdf55a7	1890 Irondale Road			Port Hadlock	WA	US	983399582	-122.76	48.03
01e91c5bc14148b2a4de0ce819e4c500	1401-C Waukegan Road		Glen Oak Plaza	Glenview	IL	US	600252160	-87.8	42.08
01e97a4633bf4963838a4aa9ed1dce3e	1350 Travis Blvd Store	No. L-2	Solano Town Center	Fairfield	CA	US	94533	-122.05	38.26
01ef4c6618b64334a15914ff9963eaac	2521 Broadway		The Lyric Building	New York	NY	US	100256924	-73.97	40.79
01f33ff554d0443a9841adfd66d253f6	248 SUNRISE HWY			FREEPORT	NY	US	11520	-73.59	40.66
01f46a5191424005af436cdf48a5da7c	7498 Creedmor Road			Raleigh	NC	US	276131664	-78.68	35.89
01f663b988964a4caca8b19abecb551d	8844 S. Sepulveda Blvd			Westchester	CA	US	900454833	-118.4	33.96
01fe5ec668f241608eb2f7ec374cb1b7	17003 Bear Valley Rd			Hesperia	CA	US	923451419	-117.29	34.47
01ff6c5d8d014dbd8c120e2b43a065ea	4616 Highway 280			Birmingham	AL	US	352425028	-86.71	33.43
0200f61c69da4c2ea078842cdaf234e6	5043 New Jessup Highway			Brunswick	GA	US	315201267	-81.52	31.22
020354b1aea342cbaa018993f68fba68	3009 College Drive			Baton Rouge	LA	US	708083118	-91.14	30.42
0206e1388c34454caba2b7fce3123943	18 Wolf Rd			Albany	NY	US	122052609	-73.82	42.71
020be6e9805649858595dfbaab15ccd7	19179 Freeport Ave	A		Elk River	MN	US	55330	-93.56	45.32
020be8b0fafa446ebcce6449b20bc92c	655 E 400 S		4th South Market	Salt Lake City	UT	US	841022870	-111.87	40.76
020c2d7b3d1b4d24b9502626b2d7ef46	6082 Stetson Blvd			Colorado Springs	CO	US	809233562	-104.72	38.91
020cd0f8047142e18a754303f9337d53	1980 Santa Rosa Ave			Santa Rosa	CA	US	954077621	-122.71	38.42
020d3a52b9ce432ea5f98fc58e9bfcc4	11051 S Parker Road			Parker	CO	US	801347441	-104.77	39.52
020d72e77c704c42bb0a858c1aaa3bcd	46655 Mission Boulevard	100	Warm Springs Plaza	Fremont	CA	US	94539	-121.93	37.49
0215efe5136d4a038cb81eae92d59368	281 West Street			Keene	NH	US	34312411	-72.29	42.93
021616b8deea46438e3badc7fca5894d	15000 87th Pkwy			Shawnee Mission	KS	US	662154160	-94.76	38.97
0217c4393fd54e74a523b63c0fcc3da5	1700 Valley West Dr			West Des Moines	IA	US	50266	-93.75	41.6
0218964095c94da0bfac44cf40c9343f	3790 El Camino Real			San Mateo	CA	US	944034423	-122.29	37.53
021adce38ab34ede96422ae107643fd5	2170 FM 423	100		Little Elm	TX	US	75068	-96.89	33.17
021c1940868647efbcb40ccdb942813b	3100 N Glassford Hill Rd			Prescott Valley	AZ	US	863142285	-112.34	34.59
0222d267445f4f078bc325224e471766	4151 E Hwy 90			Sierra Vista	AZ	US	856352425	-110.26	31.56
0223ed57fef54575ac0b256937dc68fa	6000 Sawmill Rd			Dublin	OH	US	430171626	-83.09	40.09
0225045e245f4b7289cc55c0b5870ae2	7901 Atlantic Avenue	Suite 105		Delray Beach	FL	US	33446	-80.17	26.45
022f5553a0704b53ba26f2d23cb1234d	4437 SE 39th Ave	A		Portland	OR	US	97202	-122.62	45.49
0231c913a51e420783be6bdeb75aa842	1590 NE 3rd Street	1		Prineville	OR	US	977542916	-120.83	44.3
023411b8a45a4715979dae6cec425a8b	56 Westport Ave			Norwalk	CT	US	68513915	-73.4	41.12
023a42cf62f742b795a975d56955e220	E 5th Str			Greenville	NC	US	27858	-77.37	35.61
023fd15e56184ec19e23ed5a31c87543	2801 Washington Rd.			Augusta	GA	US	309092111	-82.03	33.51
024218e67fa549a4a0a99b32b7b6fbf9	1855 Woodbury Avenue			Portsmouth	NH	US	38013228	-70.79	43.09
0246e7cc7a3d4a98a940cb13776b5b55	5245 W Centinela Ave			Los Angeles	CA	US	90045	-118.37	33.98
0246f8fdf0b64014a98822b70231c58d	2831 Eldorado Parkway	101		Little Elm	TX	US	750683540	-96.88	33.18
0247953d899b4a99acab74fa0a807c0f	3322 North Glassford Hill Road	A101		Prescott Valley	AZ	US	86314	-112.34	34.59
0251876076024444864473545adce065	4325 Glenwood Ave.	#1068	Crabtree Valley Mall	Raleigh	NC	US	27612	-78.68	35.84
0252aa6f0dee4585ba886945c60f48f5	11738 Rousby Hall Road	Space B101	Lusby Commons	Lusby	MD	US	206572606	-76.44	38.37
02557fafcf334c30a22c312c5647f71a	5277 Sunset Lake Rd			Holly Springs	NC	US	275403768	-78.8	35.66
026876bc8c6a4e0c8e330342c92cc844	5001 W. Dempster St.			Skokie	IL	US	600771842	-87.75	42.04
027561a162a54d86b6d45af5071c4d27	600 S 43rd St			Philadelphia	PA	US	191044546	-75.21	39.95
027596e6ed19471392923eb833b25fd3	4741 Panama Lane		The Palms Dining & Shopping Center	Bakersfield	CA	US	933133490	-119.05	35.3
02765747959045a0a7c452888b2f31eb	310 South Palm Street			Santa Paula	CA	US	93060	-119.07	34.35
0276c9a3092d4f79a29d61a1462f9b4d	4022 Fifth Ave			Pittsburgh	PA	US	15213	-79.96	40.44
027c18923c0146e58ccd615f6a62d82f	1700 N. Vermont Avenue			Los Angeles	CA	US	900274306	-118.29	34.1
02865fee714e466e99f9bb7a7203887b	1500 S. Willow St.	#S123	Mall of New Hampshire	Manchester	NH	US	3103	-71.43	42.96
028a12f0ee584455850300886174f3d7	8969 Santa Monica Blvd.			West Hollywood	CA	US	900694934	-118.39	34.08
028c88a958e54c36a31c4800fd6e887b	2875 North Decatur Blvd			Decatur	GA	US	300335911	-84.27	33.79
0295719cd357460cbab54f2392b01d19	1062 Grand Ave.			St. Paul	MN	US	551053805	-93.14	44.94
029e063479234fb1b6c8727c3d45de62	6734 US-9			Rhinebeck	NY	US	12572	-73.9	41.95
02a00d256444415da8460cd2a3457ea7	40 N. Clinton St.			Chicago	IL	US	60661	-87.64	41.88
02a3aa431c1047be8eafec3dcd6b5fd0	201 SE First St	Suite 107/108	Union Street Station	Gainesville	FL	US	326011824	-82.32	29.65
02a458e1233342b79caff81edbcc30a9	3425 Placer Street	Suite A	Placer Heights Shopping Center	Redding	CA	US	960012335	-122.42	40.57
02abd909ebc94aca8766f3f0ee39db80	20701 I-30			Benton	AR	US	72015	-92.53	34.61
02b148f44eee4b9ca7487371472a6781	2250 Kalakaua Avenue			Honolulu	HI	US	96815	-157.83	21.28
02b5aa5725f94bcb94ca58208015b7bc	1810 29th St.	Spc. #1026	29th Street Mall	Boulder	CO	US	80301	-105.25	40.03
02b6895b3cab4f79a116bddc1c70b5c3	8420 Holcomb Bridge Rd	#220	Ellard Village	Alpharetta	GA	US	300221836	-84.27	33.99
02b7a80a321c4b078af92d494cc0f012	3409 Bay to Bay Blvd.			Tampa	FL	US	336297042	-82.5	27.92
02ba8c272f284139abef53e0290bfb67	3200 LAS VEGAS BLVD. S.	STE 1795	Fashion Show	Las Vegas	NV	US	89109	-115.17	36.13
02c083884c7d45b39cc68e1314fec56c	1278 US Hwy 22			Phillipsburg	NJ	US	88654123	-75.15	40.68
02c6daf74a49491ca397f105ef944784	15069 Hall Rd	Ste A	Shelby Square	Shelby Township	MI	US	48044	-82.98	42.63
02c89861ce2c4010bf4ed63f6f6d5df3	121 Lakeside Ave	Ste F		Seattle	WA	US	981226587	-122.29	47.6
02c8c9806a8c44f792a218fb2e8756b3	7419 3rd Avenue			Brooklyn	NY	US	112092407	-74.03	40.63
02d206df55d54efda515783e1c525e8d	6304 Forbes Avenue			Pittsburgh	PA	US	152171717	-79.92	40.44
02d2c404f19440ff9038c0d60a695cbd	227 Fox Hill Rd			Hampton	VA	US	236691739	-76.33	37.06
02db8af535e54416a01aff51836d166f	3045 Arden Way	100		Sacramento	CA	US	958252066	-121.39	38.6
02dd040b77914163b1fd02efc3976d55	5050 190th Street		North Torrance Shopping Center	Torrance	CA	US	905031004	-118.37	33.86
02e2211319524b9e8bd09794d00d8513	13250 Northwest Fwy			Houston	TX	US	770406003	-95.5	29.85
02e4c9dff62e4857a429a4be3ba73ed0	900 Nicollet Mall			Minneapolis	MN	US	554032530	-93.27	44.97
02e5396559f94469b6d03e40d85830c7	183 Grove St			South Brookline	MA	US	2467	-71.15	42.3
02e6dbe7c694441a88f9160b6b0e1a35	1388 W International Speedway Boulevard	Suite 100		Daytona Beach	FL	US	32114	-81.06	29.2
02e6dd10b22c43fcb5a2dfc0038dac22	400 Putnam Pike		Smithfield Commons Shopping Center	Smithfield	RI	US	29172408	-71.53	41.87
02eba2268a3640bb8e85880e12617c5f	440 Water St			Excelsior	MN	US	55331	-93.57	44.9
02efe2a67be247a686f79ba1cbce42f1	480 Wakara Wy.			Salt Lake City	UT	US	84108	-111.83	40.76
02efe413dd194069ab58abde38ab5e02	1101 Ira E Woods Ave			Grapevine	TX	US	760514020	-97.09	32.93
02f446e152254ab7b01e29698932dd01	16818 Twin Lakes Ave			Marysville	WA	US	982714724	-122.19	48.15
02f638a6c98241c98b24a06ca489aac0	504 Bridgeport Avenue			Shelton	CT	US	64844765	-73.11	41.29
02f77bb76ed14d28a05e23b3e00aeb9b	2015 Merrick Road		LaBoutique	Merrick	NY	US	115664644	-73.55	40.66
03019e49a5164723ae527bbd6949e0c1	475 Albany-Shaker Rd			Loudonville	NY	US	12211	-73.78	42.71
0305b52a24744a9bb660bffc6b39e884	5043 Tuttle Crossing Boulevard	181	The Mall at Tuttle Crossing	Dublin	OH	US	430161511	-83.13	40.07
030c30c1955f4a17be09b692caf5ec5f	4103 South Franklin St.			Michigan City	IN	US	463607803	-86.89	41.68
03118ab70a404fada1a433cd6abaa491	520 Mt. Hood St			The Dalles	OR	US	970583555	-121.19	45.6
031387fa9cfd47e88f4e4b4b4cb71925	11155 Santa Monica Blvd.			West Los Angeles	CA	US	900253313	-118.45	34.05
03257d4fcb6641aebaa46d5605d205ca	8201 Golf Course Road	D-2		Albuquerque	NM	US	871205842	-106.69	35.18
032aaa79b15e4103a9e91a786d416734	2051 Ridge Road			Minooka	IL	US	60447	-88.27	41.42
0335d274249f4eb6b3c51527f02a3216	1560 Indian Trail Lilburn Rd.			Norcross	GA	US	300932666	-84.17	33.92
03361f5f681e46ad97796d52caf9afa2	8350 W Cheyenne Ave			Las Vegas	NV	US	891298408	-115.28	36.22
03374e3f14564b36a7138154ed8c194a	Gilbert & Ocotillo			Chandler	AZ	US	85249	-111.8	33.22
033bf5269a494dd787e5e9f4a45b843c	123 N Saint Joseph St			South Bend	IN	US	466011624	-86.25	41.68
033d0a511a5c452ea2be37a23f8c6dcb	5331 E. Mockingbird Lane	150	Mockingbird Station Shopping Center	Dallas	TX	US	752065169	-96.78	32.84
033f0ee2250e475b87f70115e7895957	3730 LAS VEGAS BLVD S			Las Vegas	NV	US	89158	-115.18	36.11
033fed8bb1504885b866429db25543a0	1120 Campbell St.			Baker City	OR	US	97814	-117.82	44.78
0340f0361285411ab60a24823b020112	900 North Callow			Bremerton	WA	US	983123807	-122.65	47.57
0342c7c449a84440b3f7a80ad095761a	1641 North Memorial			Murfreesboro	TN	US	37129	-86.39	35.87
0345b2da6507473ca4400ed84dc6725a	115 River Hills Rd			Asheville	NC	US	28805	-82.52	35.58
034946bd82b34a219b556a47f1200828	10701 Natural Bridge Road			St Louis	MO	US	63145	-90.36	38.74
034b962ed61d4da1bb0baaec84cc2e85	172 S. Divison Street Suite A	A		Spokane	WA	US	992021509	-117.41	47.65
034ce97360c6485ab990d903343f9f08	151 W. 34th Street			New York	NY	US	100012101	-73.99	40.75
034dcdec0a0547a19d77dcf2bc8ecc48	2750 W Big Beaver Rd			Troy	MI	US	480843204	-83.18	42.56
03533ca5a4244ca3ac48b9c8ccba8332	7421 SW Barbur Boulevard			Portland	OR	US	972192886	-122.69	45.47
0355c6a5fdbc429ea5b05e8a9ecd2eae	2850 N Oxnard Blvd			Oxnard	CA	US	930365443	-119.18	34.23
03566626393f43a88c55de21c61761d0	Army Navy Drive & Fern Street	Room 1B - 1088		Arlington	VA	US	22202	-77.06	38.87
03568fe0e51b41a9bd752ec8be307ba5	2301 COLLEGE STATION RD.			Athens	GA	US	306056609	-83.34	33.92
03575a43a3da4691998de01fff617f99	2410 East Camelback Road			Phoenix	AZ	US	85016	-112.03	33.51
035d5aa3c23a4059ae663b4c07aa26ce	13201 Ridgedale Dr			Minnetonka	MN	US	553051808	-93.45	44.97
03637e48ffda4bf9b73b079d03c0bbe3	6401 Bluebonnet Blvd		Mall of Louisiana	Baton Rouge	LA	US	70836	-91.09	30.39
03659e112e884f38afa963dcb243c6a6	1 Harrison Plz			Florence	AL	US	356320002	-87.68	34.8
03676dc08a0a4899b0af5030bb6da6f5	87 Wagner Rd			Monaca	PA	US	150612421	-80.3	40.68
036c34e6a32a463db11ebb398a8719b6	485 CR-111			Manorville	NY	US	11949	-72.8	40.87
036e4bedca2045afad50fda2d3b505ab	1025 East-West Connector SW	Suite 510		Austell	GA	US	301068531	-84.58	33.86
036f1e5cca91478685c8cef24cc8b076	1821 S Country Club Dr			Mesa	AZ	US	85210	-111.84	33.38
03716dbf46394867ba126ebe1ebc202e	2 East Ridge Pike		White Marsh Shopping Center	Conshohocken	PA	US	194282117	-75.29	40.09
037334c596b849cc8f8004e4e663b005	350 N. Milwaukee	2035	Boise Towne Square	Boise	ID	US	837049123	-116.28	43.61
0375600415e24e0a9fd83ec191d5955d	381 E  Makaala St			Hilo	HI	US	967205146	-155.07	19.7
037c3e0c1cd6477dbe15812a05619fc5	810 S. Indian Hill Blvd.			Claremont	CA	US	917115454	-117.72	34.08
03833a1fe27f4435917da7e54c6fa48a	905 East Oak Street			Conway	AR	US	720324715	-92.42	35.09
0383a12d3a2d4fbb86ec83bd0c25eead	3425 Thomasville Road			Tallahassee	FL	US	323093493	-84.25	30.5
03887756866f4ea9b74b7e1b83ffac44	5616 176th E			Puyallup	WA	US	983759309	-122.35	47.1
038d32f25cff4833ab44c5123e42583a	6050 Johnson Drive	B-1		Pleasanton	CA	US	945883327	-121.91	37.7
0390715ee2a4443eac8582a5941d61a9	685 E Maple Rd			Birmingham	MI	US	480096343	-83.21	42.55
03922ce960124f4a8c4acd2a332ef296	890 E. Alosta Avenue			Azusa	CA	US	91702	-117.89	34.13
039e0c539c2f4fc582423412a8bceb40	19751-A Smoky Hill Road			Aurora	CO	US	800155191	-104.76	39.61
03a6837af25144b18936719d7afd5a58	960 Lititz Pk			Lititz	PA	US	17543	-76.3	40.13
03aaca8d2f4448a0a1a4bc1423b3b45a	315 E College			Mount Vernon	WA	US	982735431	-122.34	48.44
03ab43c52f3f44e3879910eaf9cd138d	450 E Romie Lane			Salinas	CA	US	939014029	-121.65	36.66
